teamname,setups,lowpriority,delays
Oreo,42,1241,860
Oreo,44,1068,879
Oreo,71,33,1002
Oreo,66,2526,166
Oreo,70,2149,264
Oreo,66,280,962
Oreo,60,2260,376
Oreo,55,356,1032
Oreo,42,840,1146
Oreo,71,2626,156
Oreo,51,1407,724
Oreo,69,2380,261
Oreo,46,1093,870
Oreo,46,1181,858
Oreo,52,1645,661
Oreo,47,490,1181
Oreo,66,0,1218
Oreo,69,2494,209
Oreo,52,53,1616
Oreo,46,915,964
Oreo,44,1439,807
Oreo,72,33,971
Oreo,53,19,1629
Oreo,63,1490,523
Oreo,59,1333,643
Oreo,47,103,1740
Oreo,46,445,1249
Oreo,61,21,1340
Oreo,48,861,926
Oreo,51,1067,791
Oreo,43,391,1924
Oreo,43,918,1015
Oreo,66,126,1109
Oreo,42,2955,857
Oreo,62,1338,618
Oreo,55,77,1363
Oreo,39,959,1090
Oreo,30,1892,1478
Oreo,48,1194,743
Oreo,73,2746,121
Oreo,44,962,979
Oreo,63,2326,299
Oreo,61,0,1415
Oreo,46,762,1160
Oreo,44,1542,741
Oreo,43,1115,883
Oreo,57,220,1148
Oreo,72,2754,115
Oreo,70,2818,127
Oreo,67,2452,244
Oreo,52,358,1114
Oreo,66,2504,200
Oreo,41,900,1046
Oreo,54,2397,515
Oreo,31,927,1513
Oreo,35,1139,1353
Oreo,46,1623,704
Oreo,64,3255,176
Oreo,46,745,1182
Oreo,74,3255,0
Oreo,47,862,834
Oreo,57,2418,408
Oreo,67,1402,547
Oreo,39,892,1224
Oreo,53,698,983
Oreo,55,272,1095
Oreo,41,686,1598
Oreo,51,384,1249
Oreo,52,272,1159
Oreo,52,967,823
Oreo,54,3255,479
Oreo,60,21,1366
Oreo,45,893,997
Oreo,61,70,1242
Oreo,68,2786,137
Oreo,76,2732,118
Oreo,47,1145,818
Oreo,74,1512,498
Oreo,31,1865,1313
Oreo,59,1229,716
Oreo,65,2526,250
Oreo,55,2343,487
Oreo,62,1513,491
Oreo,64,199,996
Oreo,66,1202,626
Oreo,73,2678,143
Oreo,56,1566,560
Oreo,41,1318,891
Oreo,54,60,1587
Oreo,74,2745,89
Oreo,45,1535,774
Oreo,56,972,802
Oreo,71,3229,90
Oreo,56,2405,440
Oreo,71,2800,100
Oreo,31,1799,1379
Oreo,59,81,1240
Oreo,64,2564,193
Oreo,71,2485,210
Oreo,54,681,975
Oreo,48,65,1692
Oreo,70,1552,484
Oreo,40,840,1331
Oreo,57,13,1501
Oreo,68,2832,101
Oreo,59,208,1146
Oreo,57,2414,437
Oreo,53,2397,551
Oreo,68,2631,154
Oreo,52,0,1716
Oreo,59,1471,540
Oreo,44,1044,891
Oreo,49,2332,679
Oreo,71,3255,49
Oreo,50,65,1623
Oreo,44,754,1227
Oreo,58,1591,554
Oreo,61,1634,410
Oreo,60,2837,303
Oreo,53,200,1267
Oreo,43,625,1561
Oreo,28,1214,1671
Oreo,59,347,950
Oreo,60,12,1434
Oreo,36,2044,1172
Oreo,29,1150,1723
Oreo,55,244,1114
Oreo,75,3252,29
Oreo,67,164,1057
Oreo,48,800,1007
Oreo,28,1836,1547
Oreo,60,184,1048
Oreo,64,173,1028
Oreo,51,460,1138
Oreo,54,115,1318
Oreo,62,1317,647
Oreo,50,272,1290
Oreo,41,992,1014
Oreo,45,1260,811
Oreo,42,797,1324
Oreo,31,1797,1419
Oreo,36,1043,1418
Oreo,45,1503,802
Oreo,61,2160,408
Oreo,58,1502,605
Oreo,66,2492,249
Oreo,53,528,1042
Oreo,68,1978,325
Oreo,72,3255,32
Oreo,49,1181,790
Oreo,45,731,1296
Oreo,62,2217,390
Oreo,70,2824,117
Oreo,62,2564,269
Oreo,62,2224,349
Oreo,53,269,1113
Oreo,66,10,1198
Oreo,47,853,1087
Oreo,44,1580,720
Oreo,35,1937,1208
Oreo,57,1746,520
Oreo,51,1119,765
Oreo,62,150,1069
Oreo,60,1383,606
Oreo,35,958,1466
Oreo,56,0,1517
Oreo,42,859,1096
Oreo,55,754,935
Oreo,56,778,892
Oreo,60,302,1035
Oreo,59,1581,444
Oreo,30,964,1519
Oreo,52,37,1683
Oreo,61,2640,285
Oreo,67,143,1058
Oreo,48,738,1122
Oreo,44,915,1022
Oreo,44,1516,786
Oreo,55,53,1614
Oreo,65,2068,266
Oreo,69,2516,192
Oreo,56,657,929
Oreo,30,2038,1256
Oreo,65,1259,658
Oreo,74,2760,83
Oreo,64,1257,673
Oreo,64,2446,287
Oreo,60,1547,491
Oreo,58,358,998
Oreo,55,163,1209
Oreo,28,2384,1497
Oreo,60,2799,351
Oreo,56,222,1074
Oreo,31,2000,1295
Oreo,48,2518,656
Oreo,64,305,903
Oreo,59,36,1414
Oreo,58,1318,671
Oreo,40,959,1083
Oreo,61,184,1040
Oreo,64,2483,271
Oreo,53,899,818
Oreo,63,0,1316
Oreo,60,0,1484
Oreo,50,244,1397
Oreo,49,272,1416
Oreo,59,1634,412
Oreo,64,1280,665
Oreo,53,509,1073
Oreo,64,1204,708
Oreo,36,1906,1179
Oreo,38,1071,1085
Oreo,60,1471,528
Oreo,47,1571,693
Oreo,60,1321,646
Oreo,58,99,1227
Oreo,49,1103,814
Oreo,49,2569,626
Oreo,64,1732,345
Oreo,42,798,1250
