teamname,setups,lowpriority,delays
Oreo,60,584,1245
Oreo,74,548,1177
Oreo,64,1615,628
Oreo,65,422,1635
Oreo,62,1524,790
Oreo,44,2266,1249
Oreo,59,2275,494
Oreo,53,1472,961
Oreo,50,1449,1048
Oreo,66,1526,609
Oreo,64,2709,303
Oreo,57,1881,645
Oreo,49,2737,768
Oreo,67,1251,824
Oreo,45,1568,1273
Oreo,61,2583,399
Oreo,72,2844,81
Oreo,54,671,1591
Oreo,71,1106,897
Oreo,56,1572,843
Oreo,43,1787,1490
Oreo,47,1501,1060
Oreo,51,1282,1262
Oreo,40,2345,1510
Oreo,62,1635,701
Oreo,66,1053,983
Oreo,48,1579,1015
Oreo,70,2850,142
Oreo,63,1740,575
Oreo,70,2242,423
Oreo,49,2683,828
Oreo,44,2500,1076
Oreo,71,1823,537
Oreo,61,1529,779
Oreo,65,2513,287
Oreo,74,2678,123
Oreo,62,1309,823
Oreo,64,1449,657
Oreo,60,1856,581
Oreo,61,1109,1036
Oreo,44,2808,878
Oreo,64,456,1701
Oreo,68,2293,428
Oreo,71,2501,313
Oreo,61,2539,428
Oreo,56,1836,716
Oreo,66,1962,470
Oreo,58,2359,499
Oreo,54,1895,680
Oreo,74,2402,319
Oreo,51,2737,732
Oreo,61,1742,655
Oreo,41,1938,1562
Oreo,61,2331,483
Oreo,55,1420,897
Oreo,56,511,1372
Oreo,48,1633,868
Oreo,79,1298,815
Oreo,59,1715,712
Oreo,46,1559,1073
Oreo,52,1445,1016
Oreo,64,1414,779
Oreo,43,2206,1289
Oreo,48,2935,850
Oreo,66,2049,436
Oreo,60,474,1914
Oreo,41,2362,1335
Oreo,67,1727,558
Oreo,63,1174,909
Oreo,59,2361,491
Oreo,47,1368,1375
Oreo,70,2477,326
Oreo,41,2566,1155
Oreo,44,1892,1488
Oreo,67,1895,537
Oreo,66,997,1022
Oreo,71,464,1213
Oreo,67,2314,357
Oreo,59,944,1139
Oreo,48,2963,848
Oreo,44,2321,1240
Oreo,42,2512,1096
Oreo,68,1952,491
Oreo,63,1138,983
Oreo,68,2621,209
Oreo,43,1932,1395
Oreo,44,2724,969
Oreo,57,1263,1059
Oreo,43,2391,1141
Oreo,45,1405,1547
Oreo,62,407,2069
Oreo,69,2585,238
Oreo,62,1509,814
Oreo,59,2037,580
Oreo,73,2510,302
Oreo,35,2371,1515
Oreo,46,1619,979
Oreo,52,1721,774
Oreo,51,707,1556
Oreo,56,1715,755
Oreo,64,1711,599
Oreo,37,2371,1429
Oreo,62,1684,647
Oreo,72,2536,271
Oreo,53,2444,680
Oreo,44,2805,927
Oreo,73,2501,309
Oreo,55,617,1477
Oreo,56,1980,629
Oreo,54,1492,864
Oreo,63,1561,682
Oreo,44,2633,973
Oreo,59,1577,827
Oreo,57,1389,929
Oreo,58,1213,989
Oreo,62,1737,588
Oreo,58,2478,452
Oreo,71,2626,156
Oreo,40,2235,1609
Oreo,70,1155,824
Oreo,61,1408,846
Oreo,56,2341,617
Oreo,59,2583,418
Oreo,64,1666,620
Oreo,38,2405,1386
Oreo,65,1526,611
Oreo,45,2797,915
Oreo,49,2685,825
Oreo,82,1288,813
Oreo,41,2272,1368
Oreo,60,1046,1038
Oreo,70,1001,958
Oreo,61,1607,756
Oreo,58,779,1236
Oreo,60,1433,892
Oreo,52,2734,688
Oreo,44,2466,1131
Oreo,65,1738,565
Oreo,46,1499,1284
Oreo,65,1288,876
Oreo,45,2484,1070
Oreo,67,1908,493
Oreo,68,1669,580
Oreo,38,2671,1329
Oreo,61,2411,473
Oreo,63,2494,420
Oreo,51,1723,757
Oreo,46,2734,857
Oreo,48,1585,940
Oreo,59,1337,945
Oreo,60,1613,778
Oreo,72,2518,282
Oreo,60,2837,312
Oreo,71,2144,351
Oreo,58,2433,497
Oreo,51,1642,776
Oreo,67,1124,906
Oreo,74,3255,0
Oreo,54,1390,985
Oreo,51,2685,748
Oreo,68,2314,351
Oreo,59,1750,675
Oreo,74,640,1136
Oreo,67,1997,441
Oreo,51,1411,1062
Oreo,57,1753,717
Oreo,43,1899,1456
Oreo,65,1364,751
Oreo,41,2634,987
Oreo,69,2253,365
Oreo,72,2506,310
Oreo,51,1492,899
Oreo,44,1603,1590
Oreo,51,2815,701
Oreo,48,2641,858
Oreo,69,1882,528
Oreo,60,952,1131
Oreo,54,1545,852
Oreo,59,2216,506
Oreo,73,675,1052
Oreo,68,1889,543
Oreo,61,1881,555
Oreo,61,697,1105
Oreo,53,2507,615
Oreo,61,1016,1048
Oreo,71,3229,90
Oreo,66,387,1668
Oreo,70,2314,343
Oreo,62,2272,492
Oreo,44,2520,1025
Oreo,57,1779,716
Oreo,63,1881,545
Oreo,72,1921,444
Oreo,52,2621,748
Oreo,63,2778,299
Oreo,68,1818,545
Oreo,63,923,1035
Oreo,38,2201,1734
Oreo,63,688,1135
Oreo,39,2589,1283
Oreo,46,1416,1440
Oreo,57,2434,471
Oreo,49,2621,859
Oreo,74,2800,83
Oreo,62,1299,966
Oreo,68,2631,154
Oreo,55,665,1364
Oreo,61,1248,975
Oreo,63,904,1098
Oreo,63,2054,459
Oreo,42,1907,1435
Oreo,68,1413,713
Oreo,39,2235,1619
Oreo,56,601,1358
Oreo,70,1887,492
Oreo,49,1316,1311
Oreo,39,2175,1804
Oreo,60,1650,673
Oreo,63,1429,762
Oreo,50,1654,816
Oreo,66,2033,452
Oreo,55,2653,529
Oreo,66,2995,234
Oreo,54,1739,726
Oreo,65,2067,433
Oreo,63,429,1986
Oreo,54,674,1531
Oreo,68,1044,1018
Oreo,73,2814,105
Oreo,57,1509,840
Oreo,39,2405,1359
Oreo,65,2029,482
Oreo,62,916,1104
Oreo,73,3255,32
Oreo,40,2163,1683
Oreo,66,1324,772
Oreo,54,1607,783
Oreo,67,2995,206
Oreo,70,1044,953
Oreo,57,1579,826
Oreo,72,2753,141
Oreo,72,2578,232
Oreo,63,1981,484
Oreo,63,1526,729
Oreo,59,1177,1069
Oreo,56,2344,560
Oreo,51,1555,891
Oreo,66,1740,558
Oreo,70,2613,231
Oreo,62,2526,389
Oreo,40,2388,1336
Oreo,47,1461,1080
Oreo,58,1630,775
Oreo,60,1027,1119
Oreo,67,2668,225
Oreo,52,1603,843
Oreo,54,720,1498
Oreo,54,1420,970
Oreo,56,1100,1137
Oreo,63,2312,446
Oreo,65,379,2185
Oreo,66,366,1714
Oreo,64,2454,336
Oreo,50,2586,786
Oreo,56,1577,828
Oreo,48,1466,1034
Oreo,52,1398,1145
Oreo,60,2042,548
Oreo,67,1500,634
Oreo,58,2275,545
Oreo,57,1372,950
Oreo,76,502,1170
Oreo,62,671,1153
Oreo,61,2018,542
Oreo,36,2371,1508
Oreo,66,1148,891
Oreo,73,2402,339
Oreo,65,1166,972
Oreo,44,1516,1610
Oreo,41,2006,1459
Oreo,55,1207,1265
Oreo,70,2033,433
Oreo,40,2589,1212
Oreo,55,1503,854
Oreo,51,1619,843
Oreo,63,407,2061
Oreo,67,1709,591
Oreo,59,609,1278
Oreo,60,1408,917
Oreo,60,1577,820
Oreo,75,548,1143
Oreo,57,818,1209
Oreo,61,2052,535
Oreo,42,2462,1314
Oreo,62,1812,568
Oreo,69,1062,967
Oreo,68,1106,931
Oreo,54,2653,574
Oreo,47,1449,1185
Oreo,64,2389,444
Oreo,66,910,1096
Oreo,49,1582,904
Oreo,56,2871,505
Oreo,48,1449,1178
Oreo,55,1592,843
Oreo,62,461,1297
Oreo,53,1282,1193
Oreo,62,1184,1021
Oreo,49,1449,1134
Oreo,58,1505,842
