teamname,setups,lowpriority,delays
Oreo,62,2446,315
Oreo,33,2072,1086
Oreo,60,2640,330
Oreo,47,1047,812
Oreo,52,2564,541
Oreo,56,2958,400
Oreo,74,2650,142
Oreo,55,1617,596
Oreo,55,2970,385
Oreo,64,0,1039
Oreo,45,427,1167
Oreo,46,985,849
Oreo,53,41,1317
Oreo,62,1249,637
Oreo,42,1542,743
Oreo,55,633,875
Oreo,57,1496,561
Oreo,26,2053,1248
Oreo,30,945,1409
Oreo,34,878,1393
Oreo,29,1056,1396
Oreo,34,990,1286
Oreo,70,1396,534
Oreo,60,1497,484
Oreo,55,2633,452
Oreo,67,2763,103
Oreo,60,16,1048
Oreo,37,1049,1059
Oreo,36,809,1378
Oreo,29,1262,1357
Oreo,56,169,1013
Oreo,22,2231,1682
Oreo,35,844,1363
Oreo,43,1062,830
Oreo,42,763,1017
Oreo,71,2706,92
Oreo,35,544,1779
Oreo,62,305,808
Oreo,58,62,1082
Oreo,58,24,1176
Oreo,35,1099,1004
Oreo,56,2381,456
Oreo,65,29,918
Oreo,40,1003,941
Oreo,63,2564,255
Oreo,72,1420,512
Oreo,54,1457,617
Oreo,45,970,898
Oreo,67,2719,139
Oreo,42,1241,860
Oreo,65,2171,254
Oreo,25,877,1891
Oreo,50,1739,644
Oreo,53,2599,502
Oreo,55,578,877
Oreo,67,213,805
Oreo,54,2958,481
Oreo,64,305,791
Oreo,54,2242,551
Oreo,60,1227,652
Oreo,50,83,1323
Oreo,39,825,1136
Oreo,68,1402,522
Oreo,36,905,1244
Oreo,61,611,819
Oreo,31,748,1710
Oreo,42,814,958
Oreo,54,41,1286
Oreo,37,1034,1092
Oreo,67,2460,237
Oreo,62,1338,618
Oreo,57,1643,445
Oreo,55,159,1070
Oreo,26,862,1925
Oreo,49,640,951
Oreo,45,1254,740
Oreo,62,611,784
Oreo,67,2452,244
Oreo,62,1170,702
Oreo,49,1775,659
Oreo,54,2397,515
Oreo,37,685,1591
Oreo,69,1454,507
Oreo,67,1943,322
Oreo,64,1236,610
Oreo,49,1194,738
Oreo,57,257,962
Oreo,57,96,1021
Oreo,48,99,1334
Oreo,38,979,1061
Oreo,55,2343,487
Oreo,59,2837,320
Oreo,28,1879,1135
Oreo,68,970,697
Oreo,46,745,956
Oreo,44,484,1155
Oreo,57,1265,690
Oreo,72,2456,218
Oreo,52,239,1166
Oreo,62,1454,539
Oreo,54,269,1071
Oreo,49,404,1118
Oreo,48,1831,641
Oreo,53,648,889
Oreo,27,959,1658
Oreo,68,2832,101
Oreo,44,1264,821
Oreo,55,2952,403
Oreo,63,1286,602
Oreo,57,2414,437
Oreo,24,1113,1635
Oreo,53,2397,551
Oreo,68,2631,154
Oreo,47,0,1476
Oreo,59,1471,540
Oreo,29,1854,1327
Oreo,60,0,1161
Oreo,71,3255,49
Oreo,72,1388,526
Oreo,55,321,902
Oreo,59,1321,632
Oreo,28,867,1811
Oreo,56,291,959
Oreo,75,3252,29
Oreo,57,1253,694
Oreo,40,175,1302
Oreo,69,932,694
Oreo,32,858,1415
Oreo,57,0,1206
Oreo,64,13,982
Oreo,61,0,1110
Oreo,63,997,720
Oreo,58,54,1151
Oreo,55,1360,661
Oreo,52,210,1207
Oreo,71,2480,200
Oreo,59,611,849
Oreo,62,2709,219
Oreo,46,653,1074
Oreo,43,674,1249
Oreo,39,770,1138
Oreo,62,2564,269
Oreo,45,1533,686
Oreo,58,231,957
Oreo,44,1580,720
Oreo,63,41,972
Oreo,43,634,1255
Oreo,63,1090,688
Oreo,46,1311,683
Oreo,44,354,1258
Oreo,49,859,834
Oreo,56,1485,578
Oreo,52,2970,458
Oreo,64,1292,596
Oreo,62,2460,286
Oreo,48,686,902
Oreo,42,686,1231
Oreo,57,2958,394
Oreo,48,676,1018
Oreo,59,1581,444
Oreo,48,1060,779
Oreo,54,1539,602
Oreo,51,415,1102
Oreo,31,2131,1097
Oreo,65,2068,266
Oreo,45,1062,801
Oreo,46,301,1209
Oreo,58,2077,410
Oreo,30,2126,1134
Oreo,66,0,928
Oreo,50,269,1122
Oreo,56,257,993
Oreo,46,802,935
Oreo,43,133,1312
Oreo,50,871,782
Oreo,63,213,825
Oreo,58,1318,671
Oreo,56,96,1067
Oreo,49,1145,749
Oreo,64,2483,271
Oreo,51,905,748
Oreo,59,231,890
Oreo,58,1334,621
Oreo,53,1015,712
Oreo,48,117,1317
Oreo,49,2569,626
Oreo,57,1354,607
Oreo,54,1243,702
