teamname,setups,lowpriority,delays
Oreo,63,2556,282
Oreo,54,1746,638
Oreo,73,2748,89
Oreo,63,1249,610
Oreo,63,1172,678
Oreo,55,2216,527
Oreo,43,956,963
Oreo,63,244,940
Oreo,63,1732,381
Oreo,46,1730,676
Oreo,35,649,1684
Oreo,48,0,1596
Oreo,67,1884,338
Oreo,29,907,1550
Oreo,56,355,997
Oreo,49,273,1278
Oreo,60,289,937
Oreo,36,1048,1275
Oreo,37,906,1375
Oreo,71,2669,116
Oreo,60,2147,410
Oreo,54,25,1369
Oreo,66,2452,252
Oreo,49,698,934
Oreo,51,609,1042
Oreo,66,1189,651
Oreo,51,1694,668
Oreo,51,2969,551
Oreo,58,1491,546
Oreo,55,2344,470
Oreo,68,2482,205
Oreo,57,1517,578
Oreo,56,431,972
Oreo,62,2446,315
Oreo,50,239,1297
Oreo,33,2072,1086
Oreo,68,2414,244
Oreo,57,0,1393
Oreo,52,3255,514
Oreo,65,2,1130
Oreo,52,2484,571
Oreo,47,1213,793
Oreo,52,2564,541
Oreo,51,195,1224
Oreo,56,2958,400
Oreo,74,2650,142
Oreo,55,1617,596
Oreo,65,59,1052
Oreo,55,2970,385
Oreo,43,1006,921
Oreo,34,1094,1177
Oreo,60,1426,590
Oreo,72,3255,26
Oreo,35,781,1537
Oreo,59,2839,341
Oreo,61,225,982
Oreo,67,1995,326
Oreo,66,247,894
Oreo,45,637,1213
Oreo,58,1467,594
Oreo,64,87,1167
Oreo,62,1454,544
Oreo,53,41,1317
Oreo,57,402,912
Oreo,39,782,1356
Oreo,39,1011,923
Oreo,70,16,1021
Oreo,62,1249,637
Oreo,70,1475,500
Oreo,38,981,1092
Oreo,55,1270,712
Oreo,56,33,1283
Oreo,35,2768,1069
Oreo,48,1504,724
Oreo,56,1960,551
Oreo,59,1519,507
Oreo,30,945,1409
Oreo,46,150,1500
Oreo,62,2260,316
Oreo,34,878,1393
Oreo,45,915,982
Oreo,61,313,901
Oreo,50,1051,802
Oreo,54,594,957
Oreo,43,736,1210
Oreo,55,2633,452
Oreo,52,591,1004
Oreo,51,2917,571
Oreo,52,1726,639
Oreo,37,1049,1059
Oreo,53,2369,556
Oreo,47,771,917
Oreo,64,260,921
Oreo,54,2291,539
Oreo,56,314,1065
Oreo,63,277,927
Oreo,49,2491,629
Oreo,65,1004,746
Oreo,57,1534,534
Oreo,44,1508,800
Oreo,43,1062,830
Oreo,62,2155,405
Oreo,47,734,1037
Oreo,62,305,808
Oreo,60,1231,671
Oreo,54,182,1224
Oreo,36,2315,1065
Oreo,49,715,870
Oreo,56,2381,456
Oreo,58,1613,435
Oreo,43,175,1344
Oreo,66,2518,190
Oreo,52,1276,672
Oreo,62,278,869
Oreo,25,1734,1540
Oreo,60,383,903
Oreo,61,305,912
Oreo,38,781,1466
Oreo,40,1003,941
Oreo,47,301,1229
Oreo,44,744,1110
Oreo,68,247,884
Oreo,48,409,1197
Oreo,45,655,1168
Oreo,66,2728,165
Oreo,61,2205,365
Oreo,49,708,933
Oreo,45,970,898
Oreo,65,2053,318
Oreo,70,855,759
Oreo,52,957,803
Oreo,51,272,1208
Oreo,73,2760,84
Oreo,67,2719,139
Oreo,42,1241,860
Oreo,32,1181,1296
Oreo,39,537,1766
Oreo,67,2,1048
Oreo,65,2171,254
Oreo,66,2526,166
Oreo,55,2206,559
Oreo,46,265,1305
Oreo,46,753,1022
Oreo,33,885,1495
Oreo,55,41,1221
Oreo,39,549,1622
Oreo,62,13,1173
Oreo,54,2958,481
Oreo,61,1513,491
Oreo,53,957,802
Oreo,51,1407,724
Oreo,50,393,1127
Oreo,67,75,968
Oreo,68,41,1002
Oreo,32,1114,1371
Oreo,40,175,1358
Oreo,37,604,1719
Oreo,27,1227,1694
Oreo,44,1439,807
Oreo,63,1490,523
Oreo,65,1437,544
Oreo,53,159,1254
Oreo,65,234,936
Oreo,61,611,819
Oreo,41,1263,917
Oreo,49,275,1229
Oreo,56,322,1063
Oreo,55,1389,665
Oreo,43,1646,756
Oreo,54,41,1286
Oreo,64,233,947
Oreo,71,2549,156
Oreo,64,1451,525
Oreo,24,2180,1582
Oreo,61,1383,601
Oreo,67,2460,237
Oreo,62,1338,618
Oreo,48,129,1416
Oreo,48,1194,743
Oreo,30,1833,1221
Oreo,33,990,1342
Oreo,63,2326,299
Oreo,69,221,926
Oreo,44,1542,741
Oreo,47,427,1068
Oreo,35,817,1471
Oreo,30,2049,1180
Oreo,72,2754,115
Oreo,70,2818,127
Oreo,67,2452,244
Oreo,52,358,1114
Oreo,66,2504,200
Oreo,59,0,1353
Oreo,31,2051,1107
Oreo,41,772,1121
Oreo,49,1775,659
Oreo,58,8,1318
Oreo,54,2397,515
Oreo,64,3255,176
Oreo,74,3255,0
Oreo,47,862,834
Oreo,67,1402,547
Oreo,58,693,847
Oreo,67,29,1027
Oreo,64,1236,610
Oreo,54,1457,653
Oreo,63,2467,297
Oreo,53,154,1256
Oreo,66,2490,236
Oreo,49,1194,738
Oreo,52,272,1159
Oreo,47,1597,685
Oreo,54,3255,479
Oreo,57,257,962
Oreo,62,1313,633
Oreo,50,118,1569
Oreo,68,2786,137
Oreo,65,237,903
Oreo,24,2124,1616
Oreo,31,2048,1127
Oreo,63,161,960
Oreo,60,2260,367
Oreo,65,2526,250
Oreo,55,2343,487
Oreo,62,2196,381
Oreo,66,1202,626
Oreo,43,748,1084
Oreo,56,1566,560
Oreo,63,127,974
Oreo,41,1318,891
Oreo,57,1265,690
Oreo,66,955,757
Oreo,74,2745,89
Oreo,66,29,1063
Oreo,71,3229,90
Oreo,56,2405,440
Oreo,36,1749,1085
Oreo,71,2800,100
Oreo,31,1799,1379
Oreo,69,29,974
Oreo,51,1067,762
Oreo,64,2564,193
Oreo,34,815,1549
Oreo,63,0,1223
Oreo,54,269,1071
Oreo,47,1211,799
Oreo,50,157,1348
Oreo,61,3240,277
Oreo,36,723,1516
Oreo,69,215,948
Oreo,63,299,796
Oreo,26,1198,1852
Oreo,68,2832,101
Oreo,45,1241,823
Oreo,44,1264,821
Oreo,45,979,895
Oreo,63,1286,602
Oreo,57,2414,437
Oreo,73,2721,92
Oreo,35,927,1392
Oreo,43,1606,765
Oreo,38,1586,976
Oreo,53,2397,551
Oreo,60,13,1301
Oreo,68,2631,154
Oreo,59,1471,540
Oreo,44,1044,891
Oreo,29,1854,1327
Oreo,71,3255,49
Oreo,39,691,1605
Oreo,33,878,1520
Oreo,59,1433,568
Oreo,61,1634,410
Oreo,54,1219,726
Oreo,60,2837,303
Oreo,44,725,1191
Oreo,58,221,996
Oreo,59,347,950
Oreo,53,137,1276
Oreo,38,866,1190
Oreo,46,1060,848
Oreo,45,1332,726
Oreo,44,970,926
Oreo,42,1508,827
Oreo,60,245,954
Oreo,33,1214,1274
Oreo,71,0,1046
Oreo,63,2053,370
Oreo,62,1213,686
Oreo,75,3252,29
Oreo,57,1253,694
Oreo,30,1820,1363
Oreo,60,313,909
Oreo,56,1414,607
Oreo,36,619,1690
Oreo,62,158,1038
Oreo,29,981,1453
Oreo,57,2253,481
Oreo,42,770,1248
Oreo,32,1216,1189
Oreo,64,2425,287
Oreo,39,992,1015
Oreo,56,1503,599
Oreo,41,1471,873
Oreo,45,1260,811
Oreo,55,33,1306
Oreo,65,271,869
Oreo,40,825,1269
Oreo,35,1094,1111
Oreo,48,163,1370
Oreo,58,384,953
Oreo,61,2160,408
Oreo,44,686,1252
Oreo,47,2510,656
Oreo,46,427,1138
Oreo,61,1572,433
Oreo,32,1148,1333
Oreo,52,210,1207
Oreo,60,1567,489
Oreo,29,2051,1182
Oreo,68,235,915
Oreo,65,260,895
Oreo,38,701,1610
Oreo,71,2480,200
Oreo,53,528,1042
Oreo,52,0,1488
Oreo,28,981,1507
Oreo,50,246,1264
Oreo,68,1978,325
Oreo,59,1321,635
Oreo,56,953,783
Oreo,70,2824,117
Oreo,53,582,1038
Oreo,63,2068,360
Oreo,62,2564,269
Oreo,32,871,1592
Oreo,62,2224,349
Oreo,53,269,1113
Oreo,57,1404,606
Oreo,45,1533,686
Oreo,44,1580,720
Oreo,60,73,1197
Oreo,59,181,984
Oreo,57,1746,520
Oreo,60,1383,606
Oreo,55,356,977
Oreo,37,844,1399
Oreo,44,150,1508
Oreo,39,828,1087
Oreo,44,199,1317
Oreo,61,1310,635
Oreo,70,0,1118
Oreo,40,1290,917
Oreo,67,231,959
Oreo,59,1581,444
Oreo,58,1596,525
Oreo,26,2413,1525
Oreo,58,1378,642
Oreo,52,122,1324
Oreo,61,2640,285
Oreo,60,2251,372
Oreo,59,249,958
Oreo,46,157,1412
Oreo,41,807,1060
Oreo,49,240,1300
Oreo,26,1141,1895
Oreo,44,1516,786
Oreo,53,0,1418
Oreo,40,767,1293
Oreo,31,2131,1097
Oreo,65,2068,266
Oreo,69,2516,192
Oreo,74,2760,83
Oreo,38,782,1404
Oreo,46,163,1385
Oreo,60,1547,491
Oreo,49,1145,754
Oreo,56,222,1074
Oreo,58,96,1039
Oreo,58,1318,671
Oreo,58,1229,716
Oreo,47,139,1422
Oreo,61,1309,663
Oreo,51,970,803
Oreo,64,2483,271
Oreo,53,899,818
Oreo,70,2770,134
Oreo,59,1634,412
Oreo,59,2245,402
Oreo,42,311,1350
Oreo,51,1136,759
Oreo,34,1089,1253
Oreo,48,1142,800
Oreo,46,3047,666
Oreo,35,769,1587
Oreo,53,2607,527
Oreo,60,1471,528
Oreo,60,2299,331
Oreo,48,698,998
Oreo,49,1103,814
Oreo,46,873,930
Oreo,67,271,849
Oreo,49,2569,626
Oreo,56,139,1098
Oreo,64,1732,345
Oreo,48,715,956
