teamname,setups,lowpriority,delays
Oreo,60,2312,490
Oreo,45,1394,1083
Oreo,39,1724,1427
Oreo,47,1150,1430
Oreo,39,2363,1261
Oreo,66,874,976
Oreo,44,2654,865
Oreo,61,2393,478
Oreo,66,1386,673
Oreo,62,225,1653
Oreo,65,958,976
Oreo,58,261,1603
Oreo,63,874,995
Oreo,48,1637,776
Oreo,54,1420,836
Oreo,55,1902,674
Oreo,59,1962,535
Oreo,55,1351,886
Oreo,69,1044,937
Oreo,46,1174,1349
Oreo,54,1170,998
Oreo,41,1305,1237
Oreo,51,954,1241
Oreo,68,1074,851
Oreo,51,664,1474
Oreo,63,2484,336
Oreo,52,1367,916
Oreo,71,318,1158
Oreo,48,1247,1059
Oreo,56,1980,629
Oreo,47,1190,1228
Oreo,64,2415,334
Oreo,66,2526,166
Oreo,53,1140,1047
Oreo,54,1195,962
Oreo,53,1020,1127
Oreo,67,348,1359
Oreo,45,1195,1295
Oreo,54,2633,514
Oreo,70,2149,264
Oreo,74,290,1264
Oreo,52,1154,1102
Oreo,51,1516,806
Oreo,62,1737,588
Oreo,50,581,1617
Oreo,49,1053,1493
Oreo,58,2478,452
Oreo,71,2626,156
Oreo,38,2272,1329
Oreo,65,182,1704
Oreo,50,1625,765
Oreo,48,2737,754
Oreo,64,2361,396
Oreo,59,2583,418
Oreo,64,1666,620
Oreo,61,240,1785
Oreo,38,2406,1297
Oreo,65,1526,611
Oreo,75,256,1228
Oreo,46,1466,903
Oreo,72,355,1151
Oreo,66,239,1587
Oreo,63,2378,383
Oreo,47,1114,1444
Oreo,66,152,1805
Oreo,51,719,1450
Oreo,70,967,958
Oreo,59,1748,586
Oreo,60,1182,909
Oreo,68,213,1587
Oreo,70,1316,784
Oreo,63,1677,603
Oreo,43,2753,959
Oreo,65,1738,565
Oreo,52,662,1410
Oreo,63,1411,704
Oreo,50,954,1299
Oreo,54,609,1211
Oreo,45,2633,920
Oreo,51,1723,757
Oreo,46,2734,857
Oreo,49,1921,743
Oreo,52,947,1252
Oreo,53,1241,992
Oreo,61,1047,937
Oreo,55,807,1179
Oreo,61,2411,468
Oreo,47,1171,1395
Oreo,62,2484,376
Oreo,60,991,1043
Oreo,54,1271,932
Oreo,65,1056,892
Oreo,37,2360,1302
Oreo,60,2837,312
Oreo,67,2517,272
Oreo,54,2397,515
Oreo,58,2216,561
Oreo,71,2144,351
Oreo,72,1150,789
Oreo,55,1401,761
Oreo,34,2077,1520
Oreo,74,3255,0
Oreo,64,2322,400
Oreo,57,458,1095
Oreo,55,1162,986
Oreo,46,1432,1049
Oreo,48,1151,1355
Oreo,40,1884,1276
Oreo,72,491,1064
Oreo,70,1121,829
Oreo,36,2620,1323
Oreo,41,2634,987
Oreo,54,569,1566
Oreo,38,2449,1152
Oreo,68,2786,137
Oreo,53,850,1211
Oreo,64,1867,530
Oreo,55,1221,929
Oreo,52,1422,877
Oreo,52,800,1299
Oreo,69,2253,365
Oreo,42,1781,1068
Oreo,61,309,1539
Oreo,59,2216,506
Oreo,56,475,1372
Oreo,65,2029,436
Oreo,46,1247,1126
Oreo,70,1122,824
Oreo,59,378,1327
Oreo,61,1881,555
Oreo,65,2388,325
Oreo,56,881,1148
Oreo,44,1334,1104
Oreo,50,1189,1149
Oreo,71,3229,90
Oreo,71,1053,824
Oreo,54,993,1128
Oreo,68,1728,488
Oreo,53,1372,890
Oreo,57,1726,693
Oreo,63,1881,545
Oreo,45,1468,985
Oreo,63,1697,595
Oreo,67,2307,325
Oreo,49,1544,831
Oreo,58,2337,479
Oreo,73,308,1243
Oreo,68,2832,101
Oreo,63,2607,289
Oreo,72,1316,757
Oreo,57,2434,471
Oreo,63,1377,791
Oreo,66,1721,515
Oreo,74,2800,83
Oreo,68,2631,154
Oreo,61,375,1450
Oreo,64,128,1836
Oreo,48,984,1527
Oreo,35,2176,1389
Oreo,72,1050,891
Oreo,69,205,1661
Oreo,67,241,1579
Oreo,39,2331,1291
Oreo,67,1823,449
Oreo,55,1466,751
Oreo,60,2426,400
Oreo,62,314,1376
Oreo,68,275,1344
Oreo,54,510,1760
Oreo,66,2149,381
Oreo,55,566,1230
Oreo,63,280,1422
Oreo,65,2067,433
Oreo,60,1634,636
Oreo,74,254,1288
Oreo,66,1492,629
Oreo,73,1125,809
Oreo,73,3255,32
Oreo,74,298,1229
Oreo,72,2753,141
Oreo,52,2473,692
Oreo,53,2616,561
Oreo,63,1981,484
Oreo,66,1020,953
Oreo,62,1411,734
Oreo,74,308,1208
Oreo,62,931,980
Oreo,44,1308,1159
Oreo,78,273,1121
Oreo,60,262,1575
Oreo,61,2447,386
Oreo,61,2745,384
Oreo,56,2344,560
Oreo,70,2040,367
Oreo,42,2633,1039
Oreo,61,1115,844
Oreo,53,1550,719
Oreo,65,1356,744
Oreo,38,2158,1407
Oreo,44,2633,928
Oreo,40,1309,1372
Oreo,66,1080,851
Oreo,63,1417,639
Oreo,58,439,1331
Oreo,39,2442,1200
Oreo,70,990,940
Oreo,63,2312,446
Oreo,78,425,1074
Oreo,62,378,1281
Oreo,50,1232,1028
Oreo,54,1422,803
Oreo,62,2607,375
Oreo,77,459,1070
Oreo,45,1455,1007
Oreo,41,2633,1079
Oreo,44,1514,1090
Oreo,35,2146,1441
Oreo,57,2580,431
Oreo,61,1733,609
Oreo,60,1089,926
Oreo,44,1270,1251
Oreo,67,1356,731
Oreo,58,2275,545
Oreo,69,219,1311
Oreo,54,1453,795
Oreo,43,1517,1001
Oreo,65,1661,595
Oreo,36,2075,1477
Oreo,58,2871,428
Oreo,40,2272,1244
Oreo,57,1117,1077
Oreo,58,1132,977
Oreo,54,2287,672
Oreo,63,1063,913
Oreo,62,1624,636
Oreo,47,1559,893
Oreo,51,1170,1055
Oreo,57,2329,526
Oreo,53,1368,894
Oreo,47,2675,846
Oreo,70,1322,711
Oreo,53,2397,575
Oreo,58,831,1068
Oreo,54,1913,674
Oreo,66,1663,568
Oreo,64,1409,740
Oreo,64,2029,453
Oreo,63,2354,434
Oreo,63,2386,374
Oreo,64,2446,287
Oreo,50,1521,799
Oreo,53,609,1582
Oreo,72,314,1226
Oreo,44,1509,1091
Oreo,56,558,1222
Oreo,60,979,1059
Oreo,56,566,1209
Oreo,56,2871,505
Oreo,64,2308,449
Oreo,63,376,1354
Oreo,68,1169,816
Oreo,56,378,1411
Oreo,60,1286,818
Oreo,72,292,1283
Oreo,46,1342,1056
Oreo,72,675,1039
Oreo,62,1591,666
Oreo,68,444,1207
Oreo,57,1206,944
Oreo,70,662,1067
Oreo,58,1288,906
